Viruses =ssDNA viruses =N/A =Anelloviridae =N/A =Alphatorquevirus =Torque teno virus 27 ,0.006116202624475864
Viruses =dsDNA viruses no RNA stage =Caudovirales =Siphoviridae =N/A =N/A =Leuconostoc phage phiLNTR2 ,7.456365353280116e-05
Viruses =dsDNA viruses no RNA stage =N/A =Adenoviridae =N/A =Mastadenovirus =Simian adenovirus 49 ,7.2673546073505245e-06
Viruses =dsDNA viruses no RNA stage =Caudovirales =Podoviridae =N/A =Bppunalikevirus =Bordetella phage BIP-1 ,0.00010602178511566304
Viruses =dsDNA viruses no RNA stage =Caudovirales =Siphoviridae =N/A =D3112likevirus =Pseudomonas phage DMS3 ,3.8437262259458994e-05
Viruses =dsDNA viruses no RNA stage =Caudovirales =Siphoviridae =N/A =D3112likevirus =Pseudomonas phage MP38 ,3.253488615430835e-05
Viruses =dsDNA viruses no RNA stage =Caudovirales =Myoviridae =N/A =T4likevirus =Synechococcus phage ACG-2014e ,0.0001757494236285591
Viruses =dsDNA viruses no RNA stage =Caudovirales =Siphoviridae =N/A =Sfi1unalikevirus =Streptococcus phage 858 ,0.001157919224103104
Viruses =dsDNA viruses no RNA stage =Caudovirales =Myoviridae =N/A =P2likevirus =Enterobacteria phage PsP3 ,2.8643685069145665e-05
Viruses =dsDNA viruses no RNA stage =Caudovirales =Siphoviridae =N/A =N/A =Leuconostoc phage phiLN03 ,0.014170210529302507
Viruses =ssDNA viruses =N/A =Geminiviridae =N/A =Begomovirus =Macroptilium yellow mosaic virus ,3.3023365949644006e-05
Viruses =dsDNA viruses no RNA stage =Caudovirales =Siphoviridae =N/A =N/A =Lactobacillus phage JCL1032 ,0.0019323671497584536
Viruses =dsDNA viruses no RNA stage =N/A =Poxviridae =N/A =Orthopoxvirus =Monkeypox virus Zaire-96-I-16 ,0.0003220611916264089
Viruses =ssDNA viruses =N/A =Geminiviridae =N/A =Begomovirus =Sida mosaic Bolivia virus 1 ,2.2794933367271105e-05
Viruses =dsDNA viruses no RNA stage =Caudovirales =Siphoviridae =N/A =N/A =Lactococcus phage P087 ,0.05764895330112719
Viruses =dsDNA viruses no RNA stage =Caudovirales =Siphoviridae =N/A =Yualikevirus =Pseudomonas phage M6 ,9.528241942945251e-05
Viruses =dsDNA viruses no RNA stage =Caudovirales =Siphoviridae =N/A =N/A =Leuconostoc phage phiLNTR3 ,8.64669422804033e-05
Viruses =dsDNA viruses no RNA stage =Caudovirales =Myoviridae =N/A =N/A =Listeria phage LMSP-25 ,0.00016103059581320446
Viruses =dsDNA viruses no RNA stage =Caudovirales =Siphoviridae =N/A =N/A =Lactococcus phage P078 ,3.9390021007109295e-05
Viruses =dsDNA viruses no RNA stage =Caudovirales =Siphoviridae =N/A =Phietalikevirus =Staphylococcus phage 52A ,0.00016103059581320446
Viruses =dsDNA viruses no RNA stage =Caudovirales =N/A =N/A =N/A =Bacillus phage Grass ,3.3357883495935828e-06
Viruses =ssDNA viruses =N/A =Parvoviridae =N/A =Bocaparvovirus =Human bocavirus 3 ,0.0003220611916264089
Viruses =dsDNA viruses no RNA stage =Caudovirales =Myoviridae =N/A =N/A =Pseudomonas phage PaBG ,0.0003220611916264089
Viruses =dsDNA viruses no RNA stage =N/A =Adenoviridae =N/A =Mastadenovirus =Human mastadenovirus E ,6.329169914374986e-06
Viruses =dsDNA viruses no RNA stage =Caudovirales =Myoviridae =N/A =T4likevirus =Synechococcus phage S-RSM4 ,0.00016103059581320446
Viruses =dsDNA viruses no RNA stage =Caudovirales =Siphoviridae =N/A =N/A =Streptococcus phage M102 ,0.00016103059581320446
Viruses =dsDNA viruses no RNA stage =Caudovirales =Siphoviridae =N/A =N/A =Lactobacillus phage PL-1 ,0.00020172434060094322
Viruses =dsDNA viruses no RNA stage =Caudovirales =Siphoviridae =N/A =Sfi1unalikevirus =Streptococcus phage O1205 ,0.00041954046521259884
Viruses =dsDNA viruses no RNA stage =Caudovirales =Siphoviridae =N/A =N/A =Lactococcus phage jm3 ,0.0005763398243581004
Viruses =dsDNA viruses no RNA stage =Caudovirales =Siphoviridae =N/A =Lambdalikevirus =Enterobacteria phage mEpX1 ,1.4682226028383252e-05
Viruses =Retro-transcribing viruses =N/A =Retroviridae =N/A =Gammaretrovirus =Spleen focus-forming virus ,0.0030404155024216463
Viruses =dsDNA viruses no RNA stage =Caudovirales =Podoviridae =N/A =P22likevirus =Enterobacteria phage ST104 ,8.761467750717072e-05
Viruses =dsDNA viruses no RNA stage =Caudovirales =Siphoviridae =N/A =N/A =Enterobacteria phage ES18 ,0.00013963996028531827
Viruses =dsDNA viruses no RNA stage =N/A =Phycodnaviridae =N/A =Coccolithovirus =Emiliania huxleyi virus 86 ,0.0003220611916264089
Viruses =dsDNA viruses no RNA stage =Caudovirales =Siphoviridae =N/A =N/A =Lactococcus phage Q54 ,0.04404214548452609
Viruses =dsDNA viruses no RNA stage =Caudovirales =Siphoviridae =N/A =Skunalikevirus =Lactococcus phage bIBB29 ,0.0014066970639199305
Viruses =dsDNA viruses no RNA stage =Caudovirales =Siphoviridae =N/A =N/A =Propionibacterium phage PHL113M01 ,3.5216637536394644e-05
Viruses =dsDNA viruses no RNA stage =Caudovirales =Siphoviridae =N/A =N/A =Lactococcus phage 1706 ,0.00016103059581320446
Viruses =dsDNA viruses no RNA stage =Caudovirales =Myoviridae =N/A =N/A =Edwardsiella phage MSW-3 ,3.842565652175202e-05
Viruses =dsDNA viruses no RNA stage =Caudovirales =Podoviridae =N/A =N/A =Ralstonia phage RSK1 ,0.00016103059581320446
Viruses =dsDNA viruses no RNA stage =N/A =Adenoviridae =N/A =Mastadenovirus =Human mastadenovirus C ,0.043455275757823805
Viruses =dsDNA viruses no RNA stage =Caudovirales =Siphoviridae =N/A =N/A =Lactobacillus prophage Lj965 ,0.00016103059581320446
Viruses =dsDNA viruses no RNA stage =Caudovirales =Siphoviridae =N/A =N/A =Lactococcus phage phi7 ,4.557173921781523e-05
Viruses =dsDNA viruses no RNA stage =Caudovirales =Siphoviridae =N/A =Sfi1unalikevirus =Streptococcus phage Sfi11 ,1.9704957330053125e-07
Viruses =ssDNA viruses =N/A =Anelloviridae =N/A =Alphatorquevirus =Torque teno virus 19 ,0.011713632823276232
Viruses =dsDNA viruses no RNA stage =Caudovirales =Siphoviridae =N/A =N/A =Lactococcus phage BK5-T ,0.0031333952131748196
Viruses =Retro-transcribing viruses =N/A =Retroviridae =N/A =Gammaretrovirus =Moloney murine leukemia virus ,0.0011651803164723536
Viruses =dsDNA viruses no RNA stage =Caudovirales =Siphoviridae =N/A =N/A =Leuconostoc phage phiLN04 ,0.02557446354304864
Viruses =dsDNA viruses no RNA stage =Caudovirales =Siphoviridae =N/A =N/A =Lactococcus phage ul36 ,0.05873208823908469
Viruses =dsDNA viruses no RNA stage =Caudovirales =Siphoviridae =N/A =Lambdalikevirus =Enterobacteria phage HK022 ,0.0004830917874396134
